0,0.135943889618
5000,0.429444074631
10000,0.64138007164
15000,0.902305841446
20000,1.15470004082
25000,1.39260983467
30000,1.63258099556
35000,1.87301397324
40000,2.14083504677
45000,2.35482692719
50000,2.60229301453
55000,2.83324098587
60000,3.08713912964
65000,3.31608510017
70000,3.57372689247
75000,3.8773419857
80000,4.00500512123
85000,4.30513095856
90000,4.51591396332
95000,4.74019598961
100000,4.97570300102
105000,5.20460987091
110000,5.46137690544
115000,5.70655608177
120000,5.93902611732
125000,6.20267415047
130000,6.4974360466
135000,6.68148899078
140000,6.94545984268
145000,7.19184994698
150000,7.41678905487
155000,7.66338992119
160000,7.87728285789
165000,8.16371202469
170000,8.37895894051
175000,8.60501909256
180000,8.84138393402
185000,9.09494304657
190000,9.33348298073
195000,9.7190849781
200000,9.82744812965
205000,10.0429489613
210000,10.2999260426
215000,10.5141339302
220000,10.8149847984
225000,11.003786087
230000,11.2438440323
235000,11.4970159531
240000,11.7139248848
245000,12.0330591202
250000,12.1965830326
255000,12.448816061
260000,12.6744630337
265000,12.9398031235
270000,13.2498028278
275000,13.4013619423
280000,13.6371598244
285000,13.9290809631
290000,14.1279678345
295000,14.3737401962
300000,14.6092488766
305000,15.0248150826
310000,15.0769050121
315000,15.3151681423
320000,15.5756239891
325000,15.8312711716
330000,16.0387048721
335000,16.2766699791
340000,16.5364670753
345000,16.7457621098
350000,17.0181069374
355000,17.3185641766
360000,17.5137989521
365000,17.7186660767
370000,17.9401628971
375000,3.03053689003
